,pred
1366,126032.50824864297
1367,161896.50883751657
1368,191716.56709094593
1369,322415.30896766443
1370,186234.6097698704
1371,213588.75481763476
1372,293668.1734640086
1373,150361.13111463233
1374,334339.3430089238
1375,265656.46509682696
1376,127047.3345857981
1377,409447.46221800154
1378,181877.13756387762
1379,122451.44200407992
1380,199049.2128023626
1381,234789.1478369543
1382,274958.12386260997
1383,157140.10678180386
1384,183002.67183048135
1385,264229.65212049056
1386,371253.0805468448
1387,243662.00866747042
1388,494249.9307822852
1389,227023.51540155333
1390,161876.13938080127
1391,223318.4246345721
1392,192993.94285998083
1393,145714.19893227014
1394,218179.81189757353
1395,269164.51777467196
1396,177072.69242179437
1397,202175.46857127245
1398,143351.20342604036
1399,228729.9656619571
1400,258319.2920080024
1401,126087.8496687341
1402,135880.2902874935
1403,186974.86999131663
1404,340396.9739621918
1405,222606.83659233726
1406,180975.6220514568
1407,241337.96214337472
1408,254145.63295384595
1409,230233.98210099878
1410,223272.31848952183
1411,263100.93786014954
1412,246884.3800393005
1413,178554.28614643868
1414,177545.2337308897
1415,318703.8643042591
1416,155590.81774615406
1417,274813.9663196794
1418,184231.1608716399
1419,159704.00136644582
1420,100522.67105788387
1421,267166.74065140414
1422,312853.2848076797
1423,247973.94797433144
1424,188715.399649663
1425,135079.76230200432
1426,202046.73960437847
1427,163175.39134888665
1428,113912.33138680375
1429,216693.78763421363
1430,66230.17959464234
1431,103480.11444710732
1432,215957.09430715896
1433,231913.6578173068
1434,89985.75134899796
1435,387296.6040629616
1436,205255.2000819197
1437,251292.7298311808
1438,195213.588139478
1439,269976.55508957396
1440,235684.17525093714
1441,165293.9613690529
1442,257300.69840521904
1443,186702.871946679
1444,143221.43239078496
1445,94110.5631996325
1446,173886.61878764757
1447,168930.37428377577
1448,218006.38133179754
1449,169206.33547205618
1450,203705.32507374673
1451,304778.3729037567
1452,380156.0628667275
1453,460601.0081798306
1454,177672.32125138183
1455,360362.2630052433
1456,190527.4985144888
1457,265797.9882527719
1458,149321.00224479244
1459,231010.2853368754
1460,317551.4049177744
1461,195674.59544117298
1462,321281.67868572474
1463,183446.8214893345
1464,204943.21040465066
1465,347611.6691874689
1466,377468.56790577737
1467,131095.1370420797
1468,262443.7604953172
1469,182762.61516685222
1470,219786.4202766602
1471,256837.58592284287
1472,187694.3296714112
1473,262079.61232464513
1474,336002.18978967995
1475,293870.17555697064
1476,397561.7163351134
1477,150483.3333798565
1478,184437.06042835198
1479,237696.6821181988
1480,151748.02349268907
1481,155704.15598533902
1482,83638.43537052945
1483,337528.356608041
1484,169899.00021189015
1485,99634.8279956794
1486,279038.80392557924
1487,183307.54210733646
1488,244842.20141492639
1489,235096.8290563045
1490,104057.85609067048
1491,176574.06841912706
1492,221609.4533601968
1493,292090.240709812
1494,411810.74684457923
1495,193100.35289648175
1496,203025.78869020555
1497,100793.95199705243
1498,154114.31080700227
1499,151311.25392218295
1500,214694.2784849055
1501,151255.92652808395
1502,178577.0985858203
1503,183859.6439029482
1504,178619.30117190836
1505,251494.25943358082
1506,262175.98084953765
1507,181377.28297952356
1508,431193.6764779166
1509,123593.56327058964
1510,402029.8249530762
1511,153869.52232436888
1512,194126.02601342826
1513,276510.4297139251
1514,137207.672982478
1515,225022.75697426952
1516,201217.9598144791
1517,209763.12844564428
1518,171989.48543642063
1519,125447.5836989052
1520,232877.39368530043
1521,306414.7056666362
1522,232771.8274068565
1523,234502.31497459623
1524,129274.79534191817
1525,213750.827569719
1526,179465.72288810535
1527,137683.15434949144
1528,211912.5685948643
1529,141309.50156953104
1530,108674.04980087678
1531,228818.9105242673
1532,138545.8949083682
1533,120699.80513041433
1534,152977.96486546102
1535,237055.45011413592
1536,189837.4783076492
1537,329547.07120087655
1538,405527.77538601006
1539,399174.0551841575
1540,193269.92254632062
1541,85805.84082318305
1542,217883.13712026595
1543,117579.26100627045
1544,208454.01349413447
1545,207864.80978621525
1546,288014.98353490775
1547,194780.4541208283
1548,336999.9999821524
1549,252206.97280648167
1550,107782.98443134355
1551,257765.05733195494
1552,382640.51001320005
1553,301541.8988717766
1554,166804.0579081174
1555,168131.23531325322
1556,177458.5489031719
1557,316278.7840800585
1558,188236.77185172917
1559,200511.86813824403
1560,314959.2287171528
1561,196964.8385514515
1562,189757.06317113186
1563,214221.72762834758
1564,247468.43721500644
1565,389075.53708878485
1566,176629.79506121672
1567,221469.14810150786
1568,322789.2458078178
1569,113393.87507894078
1570,179806.58077068804
1571,266989.2456847383
1572,88838.33529475401
1573,163615.95607249273
1574,471593.5169676278
1575,156487.08191819413
1576,285929.29881774186
1577,171348.22355303317
1578,193923.77741042952
1579,193663.7881951076
1580,180127.01216942127
1581,205112.66566151255
1582,156852.56043745123
1583,166147.80093826647
1584,182794.1958349508
1585,225966.48089385667
1586,178799.817132536
1587,177491.4553113123
1588,106245.61631262471
1589,222613.80262130455
1590,373461.15493565815
1591,351931.6713326952
1592,144240.69447693092
1593,265021.37172379356
1594,376135.77564419986
1595,422698.58370380144
1596,244269.54390343023
1597,274673.078342759
1598,136666.0281166405
1599,197287.8488928301
1600,218102.03491523382
1601,265393.86931061035
1602,152139.95112407493
1603,123422.52525850406
1604,251302.57234418485
1605,240549.31405052132
1606,211781.9321462535
1607,163870.09973155314
1608,323608.3009182627
1609,346613.23196089786
1610,145913.89040736135
1611,129462.48910029052
1612,231449.73841770831
1613,174464.5082251053
1614,311677.35835619445
1615,228687.06093000734
1616,409028.0145464118
1617,152375.5190551615
1618,362554.3956198855
1619,333224.4450624666
1620,183541.48755472456
1621,174605.3959827149
1622,172407.75553210414
1623,238319.40339573522
1624,198126.36097308755
1625,227473.49561233178
1626,200526.80186665265
1627,158380.82728536963
1628,206314.79483847143
1629,236810.00889132728
1630,276794.0120700966
1631,262845.3966138882
1632,190760.2251008177
1633,169790.81003816254
1634,193850.02305346387
1635,268544.5573565598
1636,461875.46945343027
1637,161960.0650880416
1638,160864.80927760038
1639,229070.16075212925
1640,220466.6780423163
1641,206631.77700936707
1642,180366.39998273758
1643,129108.8112685465
1644,289561.8557137592
1645,249429.42960083298
1646,141761.83620762688
1647,208552.92234184078
1648,136567.0432943516
1649,145506.71554342244
1650,169757.98304125332
1651,155832.47105011882
1652,176796.8722771644
1653,316692.79905291623
1654,181618.015446989
1655,235650.58593735445
1656,147456.11347736727
1657,323273.66484872677
1658,196480.80511780508
1659,216938.04970029066
1660,105610.23122036496
1661,382099.9866752555
1662,278062.8210398282
1663,137511.17935616503
1664,166851.88211351028
1665,198498.98944383994
1666,206499.09514200588
1667,174414.1237302531
1668,73444.30252485369
1669,193097.10785051572
1670,159809.97564603388
1671,136996.62839656323
1672,250116.93952592986
1673,230668.56250157396
1674,254149.88620797233
1675,258465.3206152319
1676,242837.7463392245
1677,153379.10982146833
1678,164695.12045690801
1679,218549.1660560763
1680,224471.7384658979
1681,244191.42454580602
1682,181262.18269852598
1683,328513.2326041123
1684,212605.43748824668
1685,194142.100377092
1686,213927.5423288673
1687,203113.21801841527
1688,208950.84158489035
1689,181504.54109194432
1690,292948.00268618175
1691,211809.1412685893
1692,230111.12340954595
1693,197377.52481138354
1694,224748.8003083494
1695,163208.84151822765
1696,181941.64655697177
1697,226661.2935216813
1698,192211.80480476195
1699,257791.70787510532
1700,116673.58163065843
1701,165313.42501731453
1702,419721.5257940483
1703,180367.9813692515
1704,177195.42549001396
1705,291713.5317530737
1706,190006.7776923153
1707,241354.68051942583
1708,179657.09649190787
1709,187394.68146399042
1710,179248.54848441237
1711,144559.45670115724
1712,438524.55146874307
1713,183296.64789209378
1714,358864.2839902558
1715,243311.87621296183
1716,256305.71544260264
1717,180637.16980337698
1718,186593.28650026617
1719,118878.46585917802
1720,182004.721471753
1721,352309.7180090608
1722,175447.3770473045
1723,195116.32294384323
1724,445376.3555863516
1725,121830.77808262364
1726,103726.83078344614
1727,388587.59103774244
1728,114729.88604310318
1729,351169.7262869198
1730,204839.04759310457
1731,230329.28641262135
1732,211898.433817475
1733,274316.5494164675
1734,178117.07689499095
1735,288103.3810049643
1736,184387.4107994786
1737,179792.69145161138
1738,242086.08001034267
1739,206213.5286926827
1740,313720.0397187931
1741,173569.926463934
1742,217220.0166494913
1743,172012.96717845259
1744,176662.6450738837
1745,174380.4190293672
1746,190430.71465637058
1747,231065.8259978086
1748,373968.8778835899
1749,98349.53060935253
1750,181040.5585466909
1751,131102.34837149037
1752,359455.6859927518
1753,140841.46482595897
1754,89261.12887643767
1755,193244.62413434655
1756,200249.99620513537
1757,284722.61505483533
1758,164401.23898312234
1759,172358.9950622111
1760,214976.0405863421
1761,225934.24090784497
1762,449102.98098527227
1763,144053.54058424567
1764,248952.0861949484
1765,236965.86840436407
1766,308059.9786682781
1767,320274.2627313161
1768,154498.49246690847
1769,113423.39519230007
1770,459853.3784008046
1771,70601.96671370247
1772,222391.5837503814
1773,157788.5847928833
1774,92314.77247862864
1775,199439.50065833735
1776,186722.762345236
1777,342110.29048800026
1778,178386.77723292378
1779,244164.0794851775
1780,187781.21734535953
1781,165128.745131663
1782,399085.8368746822
1783,178670.51121754892
1784,140445.58167783206
1785,91256.20837853554
1786,223795.68487507472
1787,178993.0305197453
1788,179779.023982112
1789,355070.00479342736
1790,184810.5725184889
1791,178793.9002905403
1792,195808.29439186433
1793,400460.71749557904
1794,243151.5796566081
1795,224518.7828888292
1796,158588.17298719333
1797,150574.2608962735
1798,293450.03297302435
1799,101831.67819131998
1800,128749.63591276921
1801,246291.39265374574
1802,223858.99991060418
1803,271168.07226002787
1804,228604.37841526387
1805,231852.1198664919
1806,308315.0319007943
1807,164571.70355644694
1808,210234.13877290112
1809,244197.62748150527
1810,215218.58708869666
1811,306043.521493611
1812,165418.6726307946
1813,175026.35025783465
1814,275513.9283368899
1815,177025.02287708528
1816,127240.13142619182
1817,171391.78747933207
1818,201131.9313975906
1819,145565.47187210582
1820,255970.79428817093
1821,207287.83018577774
1822,397489.77937795816
1823,92308.15006555393
1824,289119.6181233977
1825,246129.21339000692
1826,184580.83187055637
1827,179045.04843375736
1828,389780.6216984136
1829,139118.23844519077
1830,327822.5062949212
1831,246008.8781200318
1832,154100.15904642525
1833,183654.54978456406
1834,266270.1944301619
1835,284047.86317075905
1836,241430.7211138398
1837,187430.1371805843
1838,265375.3615188719
1839,179058.64143314486
1840,178047.13946118738
1841,269458.1179270823
1842,149715.74546300378
1843,133970.48120338653
1844,151346.03382877892
1845,137312.63562919397
1846,182305.6523807685
1847,207464.12243957235
1848,163258.70479772665
1849,205801.10236964788
1850,265910.9516719164
1851,198188.64841815614
1852,190149.53415633517
1853,156579.3400031936
1854,203570.51367358392
1855,329585.68024532555
1856,170960.9191136832
1857,164621.14554284653
1858,138018.18579361183
1859,151927.01990918381
1860,182056.80522848127
1861,204765.48098358058
1862,289869.6647255268
1863,242014.62581103542
1864,236349.0791534845
1865,125695.70763105009
1866,179330.82560423308
1867,365911.2733255178
1868,234430.50118668162
1869,201761.42765008257
1870,207897.39886502345
1871,298639.3518728781
1872,327534.8269417797
1873,204253.41423994422
1874,206625.88207492747
1875,238621.00895403576
1876,391642.84575539234
1877,175186.73071679467
1878,194593.88930995075
1879,306615.11347113975
1880,176360.77520130688
1881,389822.31156685983
1882,172707.45502624262
1883,294415.1207878469
1884,208338.22726976653
1885,180786.53989127502
1886,90958.69506049904
1887,146448.55617811708
1888,398192.2899708663
1889,97661.88446248579
1890,262628.1566443455
1891,186486.92689601018
1892,217715.96821219742
1893,164337.32183584405
1894,185763.0634753719
1895,182371.12396974838
1896,160634.80516959415
1897,344371.87094530574
1898,188962.47205319392
1899,195113.74936726998
1900,199747.7602792491
1901,181220.56877892316
1902,210528.57593522538
1903,224635.82284089687
1904,193667.20143669608
1905,213152.8424643412
1906,314990.3537653604
1907,142168.52700074672
1908,91822.00324660707
1909,157332.6810235051
1910,166843.94552693027
1911,219333.02589301142
1912,181295.87512608425
1913,198628.9119504
1914,302520.87098996865
1915,175280.5780393791
1916,483939.63987290993
1917,212140.0737573384
1918,133805.280398865
1919,241321.26888097636
1920,67412.85407442172
1921,310121.01753829414
1922,186968.56247285721
1923,248051.58810054645
1924,214310.9112385144
1925,168350.33361370288
1926,210506.33549340387
1927,384679.4377553332
1928,178580.368331442
1929,380374.0196213189
1930,182215.7001731371
1931,179029.39667232774
1932,128058.22225982213
1933,332717.25038553466
1934,281694.1876869988
1935,265154.8521596598
1936,97671.42550933178
1937,368566.9690984911
1938,173129.75517081522
1939,165741.09578418994
1940,217443.85721449746
1941,164606.52123248932
1942,173591.46177596794
1943,223282.11076072245
1944,181112.49777418078
1945,203009.19586963873
1946,135221.58605058515
1947,183944.9003698062
1948,176202.09072720393
1949,189841.82235204012
1950,146897.7574474412
1951,68999.35532102271
1952,169457.8866581664
1953,149342.03272991587
1954,133762.35004014501
1955,165898.97095476958
1956,186441.4845084165
1957,193714.3994429222
1958,299518.4951678773
1959,125685.59549282999
1960,223666.33804760157
1961,245407.5097139074
1962,321626.15390789125
1963,156941.02366198858
1964,239319.4733616128
1965,316342.8135933179
1966,177008.89346753465
1967,90333.87133445316
1968,329330.5021552229
1969,182413.13408805232
1970,186617.97471635853
1971,158787.67509999184
1972,153967.16609632378
1973,244452.83010729158
1974,173721.07992859645
1975,154573.69315478523
1976,173748.71915127622
1977,276209.78539218707
1978,159737.28319453643
1979,263134.73544187966
1980,198534.02348677724
1981,286296.12987971434
1982,186670.58222377088
1983,191030.37305067223
1984,156303.65636421667
1985,198799.07291759152
1986,200115.6134557107
1987,163191.41195392137
1988,240145.59682053563
1989,334088.8928583675
1990,153846.81998703565
1991,167970.37748192507
1992,320305.24914838333
1993,247990.43711309333
1994,286489.77399972663
1995,103382.78539644745
1996,137307.51104614578
1997,209563.75786202186
1998,180579.71375013795
1999,214047.4435499938
2000,132689.82575165902
2001,359529.0291329892
2002,181916.204761762
2003,267451.6590356635
2004,189818.02895730044
2005,244786.46662472526
2006,166668.22366477622
2007,436157.2953184415
2008,115213.50687977015
2009,147516.85612765557
2010,204012.38757536924
2011,239550.77127765137
2012,322948.4615691304
2013,207162.04989983232
2014,203866.21876102424
2015,318915.93238409684
2016,133666.2931088542
2017,362875.8566779632
2018,185290.44967463246
2019,250671.46337506708
2020,272594.7204984235
2021,210581.80103031776
2022,242306.78217478836
2023,206073.63073655823
2024,179752.6124982267
2025,216516.2210590272
2026,180931.0051254869
2027,183249.20582364764
2028,253973.17083447493
2029,376623.6657834819
2030,341036.4284325454
2031,221196.19410806827
2032,133609.55701890597
2033,243970.92695378093
2034,174630.33421538342
2035,143151.22511030707
2036,411602.3700169144
2037,186161.93181795056
2038,209806.67780855615
2039,110909.63590537681
2040,132268.08176586666
2041,185651.57584721863
2042,133956.08439080665
2043,110480.20786985852
2044,220949.5751968026
2045,200537.32822507765
2046,360184.3393221806
2047,170177.56481769003
2048,197708.42974423105
2049,345175.73984520166
2050,155417.70461605027
2051,124016.71395696966
2052,233779.15358745004
2053,167226.768902476
2054,185718.18967089592
2055,241926.50505248547
2056,309507.7493123163
2057,173757.77435090722
2058,148106.62274024932
2059,188719.0519109175
2060,240948.27448843038
2061,129856.68568618868
2062,242827.97846012507
2063,257123.32987791483
2064,184502.69579457343
2065,249533.8400928708
2066,174227.10624975976
2067,93193.1202213399
2068,406682.98792739445
2069,226143.1370407557
2070,186651.8412695198
2071,212871.0681572336
2072,354327.36516006547
2073,176253.16414381197
2074,256644.4253795747
2075,160075.9205088391
2076,134563.30072916963
2077,155928.2548805381
2078,462471.84240297985
2079,238644.81528499915
2080,141890.91158553388
2081,267631.6505829266
2082,175052.88066544646
2083,230247.97681931342
2084,199483.19534915514
2085,277072.07533982076
2086,360955.0852637988
2087,187896.38882142963
2088,220920.73343434697
2089,75117.19345356162
2090,251044.61719477587
2091,201171.3356011288
2092,197928.0256072055
2093,180586.486432843
2094,206950.94991496508
2095,102588.39519888093
2096,74528.46693828108
2097,161921.01396957174
2098,416841.08229821856
2099,199225.7335772992
2100,199635.14518712313
2101,156170.38758383217
2102,167935.07546917596
2103,340106.32718013774
2104,186933.63648304951
2105,188620.46747653143
2106,225444.70008465578
2107,189355.51095245185
2108,256256.64947674487
2109,329537.35350539716
2110,479304.70733930456
2111,163149.136372671
2112,215820.92707970305
2113,220755.9201981586
2114,251882.17507353786
2115,184491.9596365682
2116,209266.74590860461
2117,377156.9525382614
2118,107847.01031811004
2119,96544.94281341841
2120,160804.41133421136
2121,380256.6244337599
2122,184116.88562853806
2123,202406.48099585486
2124,114662.2259568735
2125,188992.91398318097
2126,257394.63915344153
2127,194987.02864050152
2128,164159.1624919858
2129,178294.4020419159
2130,294550.24194760807
2131,153029.0245672191
2132,250575.40058422784
2133,206248.37397889563
2134,228643.39452417716
2135,107731.5733343345
2136,179047.05971959935
2137,252177.65850658235
2138,339581.7740434461
2139,183382.06015403543
2140,161590.24764303627
2141,147054.03253603785
2142,178241.15525035144
2143,354064.3567541163
2144,167114.88336410816
2145,315569.4901570534
2146,183871.9117575286
2147,241146.12505366543
2148,201996.21849802483
2149,224451.7601299972
2150,286855.75249594316
2151,136069.54167206955
2152,182150.08850370752
2153,243439.78068771263
2154,250838.239311227
2155,287892.82705204305
2156,267455.7587120525
2157,137664.49351458272
2158,166708.39939987726
2159,179695.824330443
2160,173151.92294809577
2161,224959.29803621216
2162,184022.98849668552
2163,142664.92330221392
2164,241795.41613142015
2165,189901.89272402858
2166,152441.20420311304
2167,392892.94366782514
2168,175491.2425451408
2169,182684.76639299325
2170,266481.63379285386
2171,240171.46657282667
2172,193241.95766711273
2173,109018.89503537347
2174,168558.6862460327
2175,173978.51709779433
2176,217634.43062111214
2177,68252.7818603456
2178,289714.50123946695
2179,176927.00281683434
2180,147532.3468443005
2181,210350.04646928038
2182,178225.269989946
2183,193729.00971700685
2184,132350.08975274963
2185,244203.9453056673
2186,191581.0872761764
2187,353472.5027640311
2188,288866.69136160676
2189,221676.41045680176
2190,228686.95305709448
2191,169798.64310204977
2192,232551.0838116321
2193,229078.4717011386
2194,236149.90020802058
2195,212980.16593527235
2196,180933.04093028794
2197,304049.09455716657
2198,187530.0764114605
2199,220571.1083508626
2200,150397.15063404432
2201,266256.79068904795
2202,187561.93394344987
2203,240492.35716398965
2204,410994.4175270987
2205,158181.65538061154
2206,216584.1453425919
2207,217077.84147259672
2208,167508.65841006674
2209,150911.8691517701
2210,251944.0855031764
2211,129539.97744201784
2212,416239.4924465108
2213,218440.3812533303
2214,210575.7448002206
2215,270324.3487827123
2216,150307.77564363423
2217,260737.45168712374
2218,173668.32087364545
2219,175061.05353705853
2220,156958.16954725597
2221,208368.2473596447
2222,170530.5507215681
2223,214513.46170247515
2224,268146.0927822621
2225,367001.96845438273
2226,185804.82342304828
2227,158415.08347417036
2228,297524.4790664111
2229,71053.09914217265
2230,152503.27921556638
2231,268771.179441
2232,388122.5980305303
2233,290747.7006560688
2234,249489.85894484003
2235,183446.7353093544
2236,170824.6828914044
2237,178795.95849616895
2238,283738.0847123473
2239,230671.75368701757
2240,286090.9813347167
2241,289512.4530449878
2242,209721.2158530417
2243,232416.72202163152
2244,67449.4112173156
2245,176608.61071423432
2246,177238.2818814228
2247,375031.813598953
2248,197639.54289706872
2249,127898.23037808397
2250,222061.6462241894
2251,221672.20994916226
2252,237959.5103061252
2253,315955.67810434214
2254,185938.48455359638
2255,184135.64494991305
2256,231567.05993533385
2257,181317.9120893359
2258,176197.96259429673
2259,227547.0471987866
2260,146128.65015007998
2261,119091.97074960014
2262,202091.22924999028
2263,310090.51677595073
2264,69806.71904705584
2265,181054.46075947076
2266,274869.66202064086
2267,170923.70767896133
2268,192263.51598405934
2269,204223.56390014553
2270,181757.14563870453
2271,213213.64754722884
2272,364108.04273941356
2273,275244.456747068
2274,182948.8964567346
2275,161310.2962736308
2276,222860.77175241822
2277,172499.40672790585
2278,300061.91715131985
2279,166992.95926776994
2280,415680.40421849955
2281,184203.64455307488
2282,295159.9497767808
2283,351729.8411292882
2284,427796.9420224047
2285,209257.95013710877
2286,149135.88063270957
2287,191049.05431568655
2288,171386.54566880944
2289,198765.08902761657
2290,292503.0037934794
2291,180069.61182885736
2292,245843.2913727717
2293,212246.07570269823
2294,243964.5392173497
2295,129792.87958440554
2296,259200.82993171623
2297,225938.15789637348
2298,216519.43898766607
2299,179597.21186031567
2300,183178.4791155486
2301,115882.275961588
2302,169049.32034558355
2303,254313.86905958093
2304,181496.81284410163
2305,151848.8165860249
2306,315752.7296515597
2307,119167.45835121824
2308,130354.08855743057
2309,177134.69229870415
2310,254493.0313174867
2311,344590.4182085895
2312,147737.38827260636
2313,169307.461528616
2314,312026.8894850847
2315,215100.51801793676
2316,180947.777838781
2317,117355.66851891342
2318,404634.85229184973
2319,129195.15311488157
2320,187447.86853479577
2321,486324.3562383146
2322,141314.3767982519
2323,201370.6218995897
2324,137690.26656513647
2325,147732.9807343859
2326,194414.01630214718
2327,307069.0906382478
2328,299207.7866478592
2329,337959.63689274073
2330,190668.58438708863
2331,234569.1999977092
2332,242538.44683514125
2333,293167.35260804277
2334,203380.00190668393
2335,129790.97202861054
2336,209952.11879403604
2337,200027.44280629512
2338,199674.70491642616
2339,186258.36300857554
2340,165834.34682001823
2341,150287.60103456263
2342,198163.94436961485
2343,147657.9780626111
2344,125266.08069060107
2345,185355.29938362975
2346,201833.04859188094
2347,238985.89898966046
2348,133918.69268603728
2349,368074.1110725427
2350,67279.54609514806
2351,197447.56089318404
2352,314094.40387538105
2353,241919.4186224151
2354,388209.3900804709
2355,237576.7755948099
2356,172386.61834821865
2357,292956.506006541
2358,200545.28078910572
2359,151274.9130501302
2360,135951.699036191
2361,238846.36369970936
2362,225339.6812708881
2363,219389.87875801008
2364,180621.63690222226
2365,249821.6003627209
2366,201688.05774860564
2367,240251.0186825525
2368,208675.01129327915
2369,423074.7197226007
2370,209918.6915384375
2371,69744.35187768482
2372,193987.39213839898
2373,180357.31376210626
2374,189246.92299551435
2375,214243.09780437718
2376,184293.93556603516
2377,177556.88337652653
2378,146716.17522790027
2379,408203.2478745761
2380,193967.801475085
2381,206146.24379113922
2382,227608.66824568057
2383,323755.7896145916
2384,132093.9108456418
2385,204024.66618184934
2386,110121.67898014263
2387,144859.05713429285
2388,298923.937522173
2389,141170.1460814999
2390,208905.1232045707
2391,398743.7944183726
2392,336947.6884780106
2393,216565.6934012782
2394,171037.07474334328
2395,206988.1067592989
2396,203319.41861675098
2397,129543.89436937643
2398,202119.39938256564
2399,160003.15439251528
2400,391010.661250131
2401,188562.56396388175
2402,162169.93478127703
2403,319515.9440736568
2404,205177.7524273844
2405,232684.62127916745
2406,270197.6539458452
2407,315941.08230287273
2408,264757.7508797216
2409,287551.550885847
2410,260589.54724634395
2411,237800.67753491012
2412,197897.49856709997
2413,232419.31968821565
2414,159806.90508672936
2415,125523.88350932463
2416,176091.914975219
2417,172371.41854242736
2418,178252.30691579104
2419,180688.3912568083
2420,96150.05658457174
2421,155495.63977704174
2422,108384.68465293178
2423,277952.47655419924
2424,249986.77363925087
2425,183416.07515004202
2426,169532.28642166985
2427,285940.04020977777
2428,198185.30955072772
2429,202019.5105380192
2430,228420.54363030387
2431,165347.47034383874
2432,171566.79357710484
2433,196334.48886106795
2434,179853.8787397945
2435,137414.91168826073
2436,195932.34491322318
2437,202223.34857104628
2438,266353.35495630366
2439,113307.09474456201
2440,348906.59350478306
2441,183733.07259572102
2442,221536.57955876493
2443,264072.98600463994
2444,232698.7303138824
2445,144316.10966020686
2446,185145.51114795156
2447,306227.91806781775
2448,190610.04101860058
2449,337619.47747467476
2450,258659.47067597575
2451,244704.36089964627
2452,239274.94033418345
2453,341760.70004139765
2454,119734.98279007207
2455,150540.94043907762
2456,110566.13764790747
2457,422241.6436558641
2458,280167.10192085983
2459,182362.1312629112
2460,147413.19960241433
2461,234042.36059248948
2462,139284.3713850538
2463,217270.0188488227
2464,353057.6179403189
2465,150370.15036464692
2466,154313.55130884686
2467,226296.8815413483
2468,346338.33898313297
2469,328856.46503420034
2470,249436.3722583142
2471,202071.94431579218
2472,199092.9909034979
2473,160921.77621555285
2474,204300.57544842057
2475,270673.1847450107
2476,127018.52305656493
2477,207406.68337250093
2478,156054.01419563103
2479,69207.2499652726
2480,394204.84575139324
2481,286343.6462207148
2482,229054.602471965
2483,233435.70480012678
2484,212925.51234830238
2485,386831.5203631409
2486,328390.99410392984
2487,162256.3962509949
2488,281638.5651005644
2489,331783.6078269421
2490,182737.77748871973
2491,240608.2098558625
2492,135393.8188934466
2493,225575.0064405842
2494,365453.3821728692
2495,187313.76254520213
2496,181522.12553299652
2497,214848.35711367306
2498,265272.975874489
2499,207772.45284722716
2500,273341.9420746503
2501,163378.43015394593
2502,165797.90232222094
2503,198718.46702098107
2504,138162.00446753428
2505,255450.7495451305
2506,175127.3327267592
2507,391586.4310286696
2508,241272.11919411167
2509,264206.4981873041
2510,163726.12894226427
2511,334309.72558413906
2512,280901.07480212656
2513,413888.01776496554
2514,402120.6863693096
2515,201841.89343293896
2516,175999.95852466623
2517,184246.63569244122
2518,213964.53298240606
2519,183748.4421791048
2520,403820.33857795113
2521,175567.49252697607
2522,387292.99486224947
2523,157270.8534541026
2524,155291.19672428994
2525,203756.52814862735
2526,195540.09168580416
2527,243876.7020462536
2528,149526.29501208419
2529,152887.67048476683
2530,314718.8773789258
2531,195784.63756400085
2532,202413.65774267283
2533,407566.483876941
2534,233639.02697839626
2535,225695.92894695906
2536,101941.9117142677
2537,330993.17344521766
2538,304529.39046292665
2539,269767.5402079085
2540,180704.59156173494
2541,292772.9533509756
2542,165957.01631092842
2543,174311.36457179417
2544,226284.55786002468
2545,323440.8206650481
2546,323243.3514983466
2547,153747.27477748177
2548,141503.08239067925
2549,324347.76770077605
2550,192738.7544934847
2551,258932.9277651817
2552,324415.7731870475
2553,199241.71738445575
2554,182483.23142533074
2555,286391.7957514264
2556,278502.80942970235
2557,150936.6624081145
2558,168237.03404801816
2559,354227.1215768471
2560,108133.34601923803
2561,466963.268051052
2562,217014.7281429935
2563,302342.30213155446
2564,336484.51054067304
2565,349445.21831547463
2566,174722.40828398048
2567,285005.6695615526
2568,171152.76277320285
2569,171876.12483894743
2570,124924.55380445898
2571,247587.69085682512
2572,213399.29652683224
2573,248372.4024476857
2574,174195.88152157035
2575,170946.3047613101
2576,490590.83968529647
2577,328706.19674216444
2578,143279.35908341737
2579,169434.94605599402
2580,180211.33718116776
2581,199704.58933009623
2582,326075.5640219742
2583,186702.2359405535
2584,132521.7507963161
2585,191061.3968645203
2586,230426.38279160386
2587,233696.07547473756
2588,252117.25091577508
2589,329349.4912713241
2590,205873.08495828317
2591,174629.07351115992
2592,313783.4562118693
2593,230546.66346041913
2594,274683.5114402004
2595,174840.94781135028
2596,177811.5680322588
2597,198359.58416278957
2598,183715.97727579722
2599,378675.82964601263
2600,146267.42462322133
2601,177673.36766444155
2602,88693.48082293273
2603,176137.48108360916
2604,153795.48919288308
2605,162970.317737443
2606,176441.51153208409
2607,183270.71437906948
2608,240290.22850429476
2609,194945.5851131551
2610,304870.39110585296
2611,197859.56293447563
2612,266114.87286538735
2613,205133.53843352766
2614,216007.41868484707
2615,181578.13276100837
2616,288959.32225431665
2617,287320.1132282835
2618,186247.36362449807
2619,124616.1217593984
2620,145331.1514841083
2621,133477.56812226996
2622,240237.17716753238
2623,171222.30797148417
2624,179590.13876770687
2625,234217.9875288802
2626,194736.25901793633
2627,251061.6150286301
2628,110039.21431916131
2629,175368.66865562726
2630,478330.69935813674
2631,138478.09270453002
2632,188878.37826087282
2633,160037.10575451664
2634,205090.83679773315
2635,111882.78762242047
2636,136704.69448672287
2637,135351.68558864607
2638,305787.6205967126
2639,149639.38467623014
2640,127263.41678364314
2641,184338.18858347257
